Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2495285443
Upper middle income,UMC,Urban population,SP.URB.TOTL,1685638790
World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,60.1707336694777
World,WLD,"Population, total",SP.POP.TOTL,7820981524
World,WLD,Urban population,SP.URB.TOTL,4383714769
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 03/30/2023,,,,
